word,best_rank,source_ids,status,chinese,category_hint,note
"million","662","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"added","663","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"reference","664","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"companies","665","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"listed","666","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"learning","668","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"popular","673","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"term","674","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"film","675","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"stories","676","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"computers","678","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"journal","679","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"reports","680","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"co","681","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"try","682","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"central","684","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"images","685","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"president","686","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"notice","687","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"original","688","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"until","691","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cell","692","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"self","694","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"council","695","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"away","696","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"includes","697","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"track","698","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"australia","699","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"archive","701","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"once","702","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"others","703","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"entertainment","704","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"format","706","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"least","707","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"society","708","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"months","709","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"safety","711","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"friends","712","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sure","713","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"faq","714","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"trade","715","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"edition","716","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cars","717","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"messages","718","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"marketing","719","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tell","720","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"further","721","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"updated","722","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"association","723","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"able","724","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"having","725","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"provides","726","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"david","727","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fun","728","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"already","729","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"studies","731","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"drive","734","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"specific","735","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"several","736","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"feb","738","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"living","739","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sep","740","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"collection","741","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"called","742","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"arts","744","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lot","745","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"display","747","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"limited","748","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"solutions","750","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"means","751","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"director","752","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"daily","753","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"past","755","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"natural","756","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"whether","757","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"due","758","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"et","759","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"electronics","760","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"upon","762","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"period","763","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"planning","764","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"database","765","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"says","766","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"official","767","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mar","769","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"land","770","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"average","771","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"done","772","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"technical","773","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"france","775","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pro","776","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"region","777","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"direct","780","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"microsoft","781","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"conference","782","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"records","784","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"st","785","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"district","786","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"costs","788","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"style","789","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"url","790","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"statement","792","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"update","793","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"parts","794","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"aug","795","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ever","796","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"downloads","797","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"early","798","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"miles","799","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sound","800","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"resource","801","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"applications","803","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ago","805","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"document","806","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"works","808","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"material","809","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bill","810","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"apr","811","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"talk","813","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"federal","814","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"hosting","815","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"rules","816","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"final","817","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"adult","818","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tickets","819","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"centre","821","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"requirements","822","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"via","823","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cheap","824","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"kids","825","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"finance","826","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"true","827","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"minutes","828","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"else","829","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mark","830","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"gifts","833","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"europe","834","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"reading","835","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"topics","836","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"individual","838","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tips","839","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"plus","840","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"auto","841","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cover","842","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"edit","844","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"together","845","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"videos","846","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"percent","847","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"function","849","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fact","850","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"unit","851","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"getting","852","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"global","853","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tech","854","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"meet","855","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"economic","857","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"en","858","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"projects","860","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lyrics","861","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"subscribe","863","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"submit","864","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"germany","865","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"amount","866","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"included","868","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"though","870","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"risk","872","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"thanks","873","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"everything","874","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"deals","875","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"various","876","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"words","877","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"linux","878","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"jul","879","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"production","880","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"commercial","881","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"james","882","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"weight","883","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"town","884","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"advertising","886","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"received","887","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"choose","888","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"treatment","889","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"newsletter","890","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"archives","891","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"points","892","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"magazine","894","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"error","895","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"jun","897","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"currently","899","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"construction","900","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"toys","901","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"registered","902","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"golf","904","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"receive","905","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"domain","906","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"methods","907","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"chapter","908","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"makes","909","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"policies","911","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"loan","912","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"beauty","914","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"manager","915","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"india","916","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"position","917","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"taken","918","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sort","919","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"listings","920","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"models","921","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"michael","922","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"known","923","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cases","925","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"engineering","927","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"florida","928","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"simple","929","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"quick","930","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"none","931","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"wireless","932","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"license","933","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"paul","934","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"friday","935","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"whole","937","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"annual","938","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"published","939","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"basic","941","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sony","942","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"shows","943","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"corporate","944","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"google","945","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"method","947","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"purchase","948","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"customers","949","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"response","951","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"practice","952","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"hardware","953","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"figure","954","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"materials","955","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"chat","958","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"designed","960","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"along","961","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"among","962","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"death","963","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"writing","964","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"html","966","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"countries","967","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"loss","968","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"brand","970","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"discount","971","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"higher","972","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"effects","973","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"created","974","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"remember","975","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"standards","976","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"oil","977","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bit","978","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"political","980","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"increase","981","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"advertise","982","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"kingdom","983","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"base","984","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"environmental","986","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"thought","987","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"stuff","988","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"french","989","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"storage","990","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"oh","991","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"japan","992","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"doing","993","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"loans","994","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"entry","996","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"stay","997","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"orders","999","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"availability","1000","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"africa","1001","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"summary","1002","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mean","1004","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"growth","1005","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"notes","1006","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"agency","1007","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"king","1008","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"monday","1009","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"european","1010","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"activity","1011","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"copy","1012","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"although","1013","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"drug","1014","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pics","1015","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"western","1016","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"income","1017","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cash","1019","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"employment","1020","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"overall","1021","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bay","1022","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"commission","1024","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ad","1025","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"package","1026","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"contents","1027","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"seen","1028","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"players","1029","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"engine","1030","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"port","1031","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"album","1032","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"regional","1033","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"supplies","1035","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"started","1036","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"administration","1037","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bar","1038","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"institute","1039","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"views","1040","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"plans","1041","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"exchange","1046","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"types","1047","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"soon","1048","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sponsored","1049","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lines","1050","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"electronic","1051","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"continue","1052","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"across","1053","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"benefits","1054","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"needed","1055","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"apply","1057","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"someone","1058","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"held","1059","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ny","1060","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"anything","1061","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"printer","1062","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"condition","1063","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"effective","1064","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"believe","1065","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"organization","1066","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"asked","1068","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"eur","1069","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mind","1070","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sunday","1071","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"selection","1072","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"casino","1073","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pdf","1074","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lost","1075","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tour","1076","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"menu","1077","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"volume","1078","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"anyone","1080","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mortgage","1081","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"hope","1082","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"corporation","1084","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"wish","1085","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mature","1088","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"role","1089","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"rather","1090","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"weeks","1091","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"came","1093","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"supply","1094","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
